cohort_id,wikidata_id,person_id,name,occupation_id,occupation_label,occupation_wikidata_url,is_writerly_occupation,is_nonwriter_occupation,granular_bucket,bucket_family,manual_review_status,bucket_method
french_seed,http://www.wikidata.org/entity/Q330879,Q330879,Abraham von Humbert,Q193391,diplomate,https://www.wikidata.org/wiki/Q193391,False,True,Politics / Statecraft / Diplomacy,Institutional power,suggested,exact_qid:diplomat
french_seed,http://www.wikidata.org/entity/Q330879,Q330879,Abraham von Humbert,Q170790,mathématicien ou mathématicienne,https://www.wikidata.org/wiki/Q170790,False,True,Science / Natural History,Scientific knowledge,suggested,label_rule:mathematicien
french_seed,http://www.wikidata.org/entity/Q330879,Q330879,Abraham von Humbert,Q901,scientifique,https://www.wikidata.org/wiki/Q901,False,True,Science / Natural History,Scientific knowledge,suggested,exact_qid:scientist
french_seed,http://www.wikidata.org/entity/Q330879,Q330879,Abraham von Humbert,Q333634,traducteur ou traductrice,https://www.wikidata.org/wiki/Q333634,False,True,Translation / Philology / Languages,Literary and textual production,suggested,exact_qid:translator
french_seed,http://www.wikidata.org/entity/Q330879,Q330879,Abraham von Humbert,Q124569063,cartographe militaire,https://www.wikidata.org/wiki/Q124569063,False,True,Travel / Geography / Exploration,Mobility and empire,suggested,label_rule:cartographe
french_seed,http://www.wikidata.org/entity/Q330879,Q330879,Abraham von Humbert,Q901402,géographe,https://www.wikidata.org/wiki/Q901402,False,True,Travel / Geography / Exploration,Mobility and empire,suggested,exact_qid:geographer
french_seed,http://www.wikidata.org/entity/Q330879,Q330879,Abraham von Humbert,Q36180,écrivain ou écrivaine,https://www.wikidata.org/wiki/Q36180,True,False,Writing / Literature,Literary and textual production,suggested,exact_qid:writer
french_seed,http://www.wikidata.org/entity/Q78785,Q78785,Adam von Bartsch,Q1792450,historien ou historienne de l'art,https://www.wikidata.org/wiki/Q1792450,False,True,Education / Scholarship / Humanities,Intellectual systems,suggested,label_rule:historien
french_seed,http://www.wikidata.org/entity/Q78785,Q78785,Adam von Bartsch,Q10862983,aquafortiste,https://www.wikidata.org/wiki/Q10862983,False,True,Visual Arts / Architecture / Design,Arts and performance,suggested,label_rule:aquafortiste
french_seed,http://www.wikidata.org/entity/Q78785,Q78785,Adam von Bartsch,Q1925963,artiste graphique,https://www.wikidata.org/wiki/Q1925963,False,True,Visual Arts / Architecture / Design,Arts and performance,suggested,label_rule:artiste
french_seed,http://www.wikidata.org/entity/Q78785,Q78785,Adam von Bartsch,Q15296811,dessinateur ou dessinatrice,https://www.wikidata.org/wiki/Q15296811,False,True,Visual Arts / Architecture / Design,Arts and performance,suggested,label_rule:dessinateur
french_seed,http://www.wikidata.org/entity/Q78785,Q78785,Adam von Bartsch,Q13365770,graveur sur cuivre,https://www.wikidata.org/wiki/Q13365770,False,True,Visual Arts / Architecture / Design,Arts and performance,suggested,label_rule:graveur
french_seed,http://www.wikidata.org/entity/Q78785,Q78785,Adam von Bartsch,Q644687,illustrateur ou illustratrice,https://www.wikidata.org/wiki/Q644687,False,True,Visual Arts / Architecture / Design,Arts and performance,suggested,label_rule:illustrateur
french_seed,http://www.wikidata.org/entity/Q78785,Q78785,Adam von Bartsch,Q16947657,lithographe,https://www.wikidata.org/wiki/Q16947657,False,True,Visual Arts / Architecture / Design,Arts and performance,suggested,label_rule:lithographe
french_seed,http://www.wikidata.org/entity/Q78785,Q78785,Adam von Bartsch,Q36180,écrivain ou écrivaine,https://www.wikidata.org/wiki/Q36180,True,False,Writing / Literature,Literary and textual production,suggested,exact_qid:writer
french_seed,http://www.wikidata.org/entity/Q319635,Q319635,Adamántios Koraïs,Q39631,médecin,https://www.wikidata.org/wiki/Q39631,False,True,Medicine / Health,Scientific knowledge,suggested,exact_qid:physician
french_seed,http://www.wikidata.org/entity/Q319635,Q319635,Adamántios Koraïs,Q4964182,philosophe,https://www.wikidata.org/wiki/Q4964182,False,True,Philosophy,Intellectual systems,suggested,exact_qid:philosopher
french_seed,http://www.wikidata.org/entity/Q319635,Q319635,Adamántios Koraïs,Q14972848,lexicographe,https://www.wikidata.org/wiki/Q14972848,False,True,Translation / Philology / Languages,Literary and textual production,suggested,label_rule:lexicographe
french_seed,http://www.wikidata.org/entity/Q319635,Q319635,Adamántios Koraïs,Q14467526,linguiste,https://www.wikidata.org/wiki/Q14467526,False,True,Translation / Philology / Languages,Literary and textual production,suggested,label_rule:linguiste
french_seed,http://www.wikidata.org/entity/Q319635,Q319635,Adamántios Koraïs,Q13418253,philologue,https://www.wikidata.org/wiki/Q13418253,False,True,Translation / Philology / Languages,Literary and textual production,suggested,label_rule:philologue
french_seed,http://www.wikidata.org/entity/Q319635,Q319635,Adamántios Koraïs,Q10527030,humaniste,https://www.wikidata.org/wiki/Q10527030,False,True,Unmapped / Review,Needs review,needs_review,unmapped
french_seed,http://www.wikidata.org/entity/Q319635,Q319635,Adamántios Koraïs,Q4263842,critique littéraire,https://www.wikidata.org/wiki/Q4263842,True,False,Writing / Literature,Literary and textual production,suggested,label_rule:critique litteraire
french_seed,http://www.wikidata.org/entity/Q319635,Q319635,Adamántios Koraïs,Q36180,écrivain ou écrivaine,https://www.wikidata.org/wiki/Q36180,True,False,Writing / Literature,Literary and textual production,suggested,exact_qid:writer
french_seed,http://www.wikidata.org/entity/Q62391233,Q62391233,Adine Joliveau de Ségrais,Q3064032,fabuliste,https://www.wikidata.org/wiki/Q3064032,True,False,Writing / Literature,Literary and textual production,suggested,label_rule:fabuliste
french_seed,http://www.wikidata.org/entity/Q62391233,Q62391233,Adine Joliveau de Ségrais,Q49757,poète ou poétesse,https://www.wikidata.org/wiki/Q49757,True,False,Writing / Literature,Literary and textual production,suggested,exact_qid:poet
french_seed,http://www.wikidata.org/entity/Q107618589,Q107618589,Adrianus Bruggemans,Q326653,comptable,https://www.wikidata.org/wiki/Q326653,False,True,Economics / Commerce,Institutional power,suggested,label_rule:comptable
french_seed,http://www.wikidata.org/entity/Q107618589,Q107618589,Adrianus Bruggemans,Q333634,traducteur ou traductrice,https://www.wikidata.org/wiki/Q333634,False,True,Translation / Philology / Languages,Literary and textual production,suggested,exact_qid:translator
french_seed,http://www.wikidata.org/entity/Q107618589,Q107618589,Adrianus Bruggemans,Q36180,écrivain ou écrivaine,https://www.wikidata.org/wiki/Q36180,True,False,Writing / Literature,Literary and textual production,suggested,exact_qid:writer
french_seed,http://www.wikidata.org/entity/Q2825164,Q2825164,Adrien Duquesnoy,Q185351,juriste,https://www.wikidata.org/wiki/Q185351,False,True,Law / Administration,Institutional power,suggested,exact_qid:jurist
french_seed,http://www.wikidata.org/entity/Q2825164,Q2825164,Adrien Duquesnoy,Q82955,personnalité politique,https://www.wikidata.org/wiki/Q82955,False,True,Politics / Statecraft / Diplomacy,Institutional power,suggested,exact_qid:politician
french_seed,http://www.wikidata.org/entity/Q2825164,Q2825164,Adrien Duquesnoy,Q1781198,agronome,https://www.wikidata.org/wiki/Q1781198,False,True,Science / Natural History,Scientific knowledge,suggested,label_rule:agronome
french_seed,http://www.wikidata.org/entity/Q2825164,Q2825164,Adrien Duquesnoy,Q36180,écrivain ou écrivaine,https://www.wikidata.org/wiki/Q36180,True,False,Writing / Literature,Literary and textual production,suggested,exact_qid:writer
french_seed,http://www.wikidata.org/entity/Q100894221,Q100894221,Adrien François d'Huez,Q42973,architecte,https://www.wikidata.org/wiki/Q42973,False,True,Visual Arts / Architecture / Design,Arts and performance,suggested,exact_qid:architect
french_seed,http://www.wikidata.org/entity/Q100894221,Q100894221,Adrien François d'Huez,Q1281618,sculpteur ou sculptrice,https://www.wikidata.org/wiki/Q1281618,False,True,Visual Arts / Architecture / Design,Arts and performance,suggested,exact_qid:sculptor
french_seed,http://www.wikidata.org/entity/Q100894221,Q100894221,Adrien François d'Huez,Q36180,écrivain ou écrivaine,https://www.wikidata.org/wiki/Q36180,True,False,Writing / Literature,Literary and textual production,suggested,exact_qid:writer
french_seed,http://www.wikidata.org/entity/Q2825236,Q2825236,Adrien Pasquier,Q14972848,lexicographe,https://www.wikidata.org/wiki/Q14972848,False,True,Translation / Philology / Languages,Literary and textual production,suggested,label_rule:lexicographe
french_seed,http://www.wikidata.org/entity/Q2825236,Q2825236,Adrien Pasquier,Q864380,biographe,https://www.wikidata.org/wiki/Q864380,True,False,Writing / Literature,Literary and textual production,suggested,label_rule:biographe
french_seed,http://www.wikidata.org/entity/Q2825256,Q2825256,Adrien Richer,Q201788,historien ou historienne,https://www.wikidata.org/wiki/Q201788,False,True,Education / Scholarship / Humanities,Intellectual systems,suggested,exact_qid:historian
french_seed,http://www.wikidata.org/entity/Q2825256,Q2825256,Adrien Richer,Q864380,biographe,https://www.wikidata.org/wiki/Q864380,True,False,Writing / Literature,Literary and textual production,suggested,label_rule:biographe
french_seed,http://www.wikidata.org/entity/Q377307,Q377307,Adrien de Lezay-Marnésia,Q599151,haut fonctionnaire ou haute fonctionnaire,https://www.wikidata.org/wiki/Q599151,False,True,Law / Administration,Institutional power,suggested,label_rule:fonctionnaire
french_seed,http://www.wikidata.org/entity/Q377307,Q377307,Adrien de Lezay-Marnésia,Q193391,diplomate,https://www.wikidata.org/wiki/Q193391,False,True,Politics / Statecraft / Diplomacy,Institutional power,suggested,exact_qid:diplomat
french_seed,http://www.wikidata.org/entity/Q377307,Q377307,Adrien de Lezay-Marnésia,Q82955,personnalité politique,https://www.wikidata.org/wiki/Q82955,False,True,Politics / Statecraft / Diplomacy,Institutional power,suggested,exact_qid:politician
french_seed,http://www.wikidata.org/entity/Q377307,Q377307,Adrien de Lezay-Marnésia,Q36180,écrivain ou écrivaine,https://www.wikidata.org/wiki/Q36180,True,False,Writing / Literature,Literary and textual production,suggested,exact_qid:writer
french_seed,http://www.wikidata.org/entity/Q18117862,Q18117862,Adrien de Sarrazin,Q214917,dramaturge,https://www.wikidata.org/wiki/Q214917,True,False,Writing / Literature,Literary and textual production,suggested,exact_qid:playwright
french_seed,http://www.wikidata.org/entity/Q18117862,Q18117862,Adrien de Sarrazin,Q6625963,romancier ou romancière,https://www.wikidata.org/wiki/Q6625963,True,False,Writing / Literature,Literary and textual production,suggested,exact_qid:novelist
french_seed,http://www.wikidata.org/entity/Q18117862,Q18117862,Adrien de Sarrazin,Q36180,écrivain ou écrivaine,https://www.wikidata.org/wiki/Q36180,True,False,Writing / Literature,Literary and textual production,suggested,exact_qid:writer
french_seed,http://www.wikidata.org/entity/Q2825098,Q2825098,Adrien-Joseph Le Valois d'Orville,Q214917,dramaturge,https://www.wikidata.org/wiki/Q214917,True,False,Writing / Literature,Literary and textual production,suggested,exact_qid:playwright
french_seed,http://www.wikidata.org/entity/Q2825098,Q2825098,Adrien-Joseph Le Valois d'Orville,Q8178443,librettiste,https://www.wikidata.org/wiki/Q8178443,True,False,Writing / Literature,Literary and textual production,suggested,exact_qid:librettist
french_seed,http://www.wikidata.org/entity/Q191021,Q191021,Adrien-Marie Legendre,Q1622272,professeur d'université,https://www.wikidata.org/wiki/Q1622272,False,True,Education / Scholarship / Humanities,Intellectual systems,suggested,exact_qid:university professor
french_seed,http://www.wikidata.org/entity/Q191021,Q191021,Adrien-Marie Legendre,Q170790,mathématicien ou mathématicienne,https://www.wikidata.org/wiki/Q170790,False,True,Science / Natural History,Scientific knowledge,suggested,label_rule:mathematicien
french_seed,http://www.wikidata.org/entity/Q191021,Q191021,Adrien-Marie Legendre,Q20919317,surveying engineer,https://www.wikidata.org/wiki/Q20919317,False,True,Unmapped / Review,Needs review,needs_review,unmapped
french_seed,http://www.wikidata.org/entity/Q191021,Q191021,Adrien-Marie Legendre,Q36180,écrivain ou écrivaine,https://www.wikidata.org/wiki/Q36180,True,False,Writing / Literature,Literary and textual production,suggested,exact_qid:writer
french_seed,http://www.wikidata.org/entity/Q2825103,Q2825103,Adrien-Michel-Hyacinthe Blin de Sainmore,Q182436,bibliothécaire,https://www.wikidata.org/wiki/Q182436,False,True,Education / Scholarship / Humanities,Intellectual systems,suggested,label_rule:bibliothecaire
french_seed,http://www.wikidata.org/entity/Q2825103,Q2825103,Adrien-Michel-Hyacinthe Blin de Sainmore,Q214917,dramaturge,https://www.wikidata.org/wiki/Q214917,True,False,Writing / Literature,Literary and textual production,suggested,exact_qid:playwright
french_seed,http://www.wikidata.org/entity/Q2825103,Q2825103,Adrien-Michel-Hyacinthe Blin de Sainmore,Q49757,poète ou poétesse,https://www.wikidata.org/wiki/Q49757,True,False,Writing / Literature,Literary and textual production,suggested,exact_qid:poet
french_seed,http://www.wikidata.org/entity/Q2825105,Q2825105,Adrien-Nicolas La Salle,Q4991371,soldat,https://www.wikidata.org/wiki/Q4991371,False,True,Military,Institutional power,suggested,label_rule:soldat
french_seed,http://www.wikidata.org/entity/Q2825105,Q2825105,Adrien-Nicolas La Salle,Q333634,traducteur ou traductrice,https://www.wikidata.org/wiki/Q333634,False,True,Translation / Philology / Languages,Literary and textual production,suggested,exact_qid:translator
french_seed,http://www.wikidata.org/entity/Q2825105,Q2825105,Adrien-Nicolas La Salle,Q214917,dramaturge,https://www.wikidata.org/wiki/Q214917,True,False,Writing / Literature,Literary and textual production,suggested,exact_qid:playwright
french_seed,http://www.wikidata.org/entity/Q2825105,Q2825105,Adrien-Nicolas La Salle,Q36180,écrivain ou écrivaine,https://www.wikidata.org/wiki/Q36180,True,False,Writing / Literature,Literary and textual production,suggested,exact_qid:writer
french_seed,http://www.wikidata.org/entity/Q56452221,Q56452221,Adrienne-Madeleine Dusillet,Q201788,historien ou historienne,https://www.wikidata.org/wiki/Q201788,False,True,Education / Scholarship / Humanities,Intellectual systems,suggested,exact_qid:historian
french_seed,http://www.wikidata.org/entity/Q56452221,Q56452221,Adrienne-Madeleine Dusillet,Q28146366,religieuse chrétienne,https://www.wikidata.org/wiki/Q28146366,False,True,Religion / Theology,Intellectual systems,suggested,label_rule:religieuse
french_seed,http://www.wikidata.org/entity/Q56452221,Q56452221,Adrienne-Madeleine Dusillet,Q3064032,fabuliste,https://www.wikidata.org/wiki/Q3064032,True,False,Writing / Literature,Literary and textual production,suggested,label_rule:fabuliste
french_seed,http://www.wikidata.org/entity/Q2825464,Q2825464,Adélaïde Gory-Decour,Q6625963,romancier ou romancière,https://www.wikidata.org/wiki/Q6625963,True,False,Writing / Literature,Literary and textual production,suggested,exact_qid:novelist
french_seed,http://www.wikidata.org/entity/Q2825464,Q2825464,Adélaïde Gory-Decour,Q36180,écrivain ou écrivaine,https://www.wikidata.org/wiki/Q36180,True,False,Writing / Literature,Literary and textual production,suggested,exact_qid:writer
french_seed,http://www.wikidata.org/entity/Q589562,Q589562,Adélaïde de Souza,Q3068305,salonnier ou salonnière,https://www.wikidata.org/wiki/Q3068305,False,True,Sociability / Patronage / Court,Social and cultural mediation,suggested,label_rule:salonniere
french_seed,http://www.wikidata.org/entity/Q589562,Q589562,Adélaïde de Souza,Q6625963,romancier ou romancière,https://www.wikidata.org/wiki/Q6625963,True,False,Writing / Literature,Literary and textual production,suggested,exact_qid:novelist
french_seed,http://www.wikidata.org/entity/Q589562,Q589562,Adélaïde de Souza,Q36180,écrivain ou écrivaine,https://www.wikidata.org/wiki/Q36180,True,False,Writing / Literature,Literary and textual production,suggested,exact_qid:writer
french_seed,http://www.wikidata.org/entity/Q2825463,Q2825463,Adélaïde-Gillette Dufrénoy,Q1607826,éditeur ou éditrice,https://www.wikidata.org/wiki/Q1607826,False,True,Print / Publishing / Journalism,Literary and textual production,suggested,label_rule:editeur
french_seed,http://www.wikidata.org/entity/Q2825463,Q2825463,Adélaïde-Gillette Dufrénoy,Q3068305,salonnier ou salonnière,https://www.wikidata.org/wiki/Q3068305,False,True,Sociability / Patronage / Court,Social and cultural mediation,suggested,label_rule:salonniere
french_seed,http://www.wikidata.org/entity/Q2825463,Q2825463,Adélaïde-Gillette Dufrénoy,Q333634,traducteur ou traductrice,https://www.wikidata.org/wiki/Q333634,False,True,Translation / Philology / Languages,Literary and textual production,suggested,exact_qid:translator
french_seed,http://www.wikidata.org/entity/Q2825463,Q2825463,Adélaïde-Gillette Dufrénoy,Q49757,poète ou poétesse,https://www.wikidata.org/wiki/Q49757,True,False,Writing / Literature,Literary and textual production,suggested,exact_qid:poet
french_seed,http://www.wikidata.org/entity/Q2825463,Q2825463,Adélaïde-Gillette Dufrénoy,Q36180,écrivain ou écrivaine,https://www.wikidata.org/wiki/Q36180,True,False,Writing / Literature,Literary and textual production,suggested,exact_qid:writer
french_seed,http://www.wikidata.org/entity/Q88290947,Q88290947,Adélaïde-Isabelle-Jeanne Vivien Deschampsy,Q36180,écrivain ou écrivaine,https://www.wikidata.org/wiki/Q36180,True,False,Writing / Literature,Literary and textual production,suggested,exact_qid:writer
french_seed,http://www.wikidata.org/entity/Q49219472,Q49219472,Aglaé Adanson,Q3140857,horticulteur ou horticultrice,https://www.wikidata.org/wiki/Q3140857,False,True,Science / Natural History,Scientific knowledge,suggested,label_rule:horticulteur
french_seed,http://www.wikidata.org/entity/Q49219472,Q49219472,Aglaé Adanson,Q36180,écrivain ou écrivaine,https://www.wikidata.org/wiki/Q36180,True,False,Writing / Literature,Literary and textual production,suggested,exact_qid:writer
french_seed,http://www.wikidata.org/entity/Q2827140,Q2827140,Agricol-Joseph Fortia d'Urban,Q201788,historien ou historienne,https://www.wikidata.org/wiki/Q201788,False,True,Education / Scholarship / Humanities,Intellectual systems,suggested,exact_qid:historian
french_seed,http://www.wikidata.org/entity/Q2827140,Q2827140,Agricol-Joseph Fortia d'Urban,Q170790,mathématicien ou mathématicienne,https://www.wikidata.org/wiki/Q170790,False,True,Science / Natural History,Scientific knowledge,suggested,label_rule:mathematicien
french_seed,http://www.wikidata.org/entity/Q2827140,Q2827140,Agricol-Joseph Fortia d'Urban,Q13418253,philologue,https://www.wikidata.org/wiki/Q13418253,False,True,Translation / Philology / Languages,Literary and textual production,suggested,label_rule:philologue
french_seed,http://www.wikidata.org/entity/Q2827140,Q2827140,Agricol-Joseph Fortia d'Urban,Q36180,écrivain ou écrivaine,https://www.wikidata.org/wiki/Q36180,True,False,Writing / Literature,Literary and textual production,suggested,exact_qid:writer
french_seed,http://www.wikidata.org/entity/Q2828052,Q2828052,Aimé Desprez,Q33999,acteur ou actrice,https://www.wikidata.org/wiki/Q33999,False,True,Music / Performance / Theatre,Arts and performance,suggested,label_rule:acteur
french_seed,http://www.wikidata.org/entity/Q2828052,Q2828052,Aimé Desprez,Q13391399,chansonnier,https://www.wikidata.org/wiki/Q13391399,True,False,Writing / Literature,Literary and textual production,suggested,label_rule:chansonnier
french_seed,http://www.wikidata.org/entity/Q2828052,Q2828052,Aimé Desprez,Q214917,dramaturge,https://www.wikidata.org/wiki/Q214917,True,False,Writing / Literature,Literary and textual production,suggested,exact_qid:playwright
french_seed,http://www.wikidata.org/entity/Q42315729,Q42315729,Aimé Guillon,Q182436,bibliothécaire,https://www.wikidata.org/wiki/Q182436,False,True,Education / Scholarship / Humanities,Intellectual systems,suggested,label_rule:bibliothecaire
french_seed,http://www.wikidata.org/entity/Q42315729,Q42315729,Aimé Guillon,Q42603,prêtre,https://www.wikidata.org/wiki/Q42603,False,True,Religion / Theology,Intellectual systems,suggested,label_rule:pretre
french_seed,http://www.wikidata.org/entity/Q42315729,Q42315729,Aimé Guillon,Q36180,écrivain ou écrivaine,https://www.wikidata.org/wiki/Q36180,True,False,Writing / Literature,Literary and textual production,suggested,exact_qid:writer
french_seed,http://www.wikidata.org/entity/Q2828021,Q2828021,Aimé-Ambroise-Joseph Feutry,Q333634,traducteur ou traductrice,https://www.wikidata.org/wiki/Q333634,False,True,Translation / Philology / Languages,Literary and textual production,suggested,exact_qid:translator
french_seed,http://www.wikidata.org/entity/Q2828021,Q2828021,Aimé-Ambroise-Joseph Feutry,Q49757,poète ou poétesse,https://www.wikidata.org/wiki/Q49757,True,False,Writing / Literature,Literary and textual production,suggested,exact_qid:poet
french_seed,http://www.wikidata.org/entity/Q18325215,Q18325215,Alain Dumoulin,Q3147441,recteur,https://www.wikidata.org/wiki/Q3147441,False,True,Education / Scholarship / Humanities,Intellectual systems,suggested,label_rule:recteur
french_seed,http://www.wikidata.org/entity/Q18325215,Q18325215,Alain Dumoulin,Q955464,curé,https://www.wikidata.org/wiki/Q955464,False,True,Religion / Theology,Intellectual systems,suggested,label_rule:cure
french_seed,http://www.wikidata.org/entity/Q18325215,Q18325215,Alain Dumoulin,Q36180,écrivain ou écrivaine,https://www.wikidata.org/wiki/Q36180,True,False,Writing / Literature,Literary and textual production,suggested,exact_qid:writer
french_seed,http://www.wikidata.org/entity/Q500046,Q500046,Albert Gallatin,Q1371378,ethnologue,https://www.wikidata.org/wiki/Q1371378,False,True,Education / Scholarship / Humanities,Intellectual systems,suggested,label_rule:ethnologue
french_seed,http://www.wikidata.org/entity/Q500046,Q500046,Albert Gallatin,Q40348,avocat ou avocate,https://www.wikidata.org/wiki/Q40348,False,True,Law / Administration,Institutional power,suggested,label_rule:avocat
french_seed,http://www.wikidata.org/entity/Q500046,Q500046,Albert Gallatin,Q193391,diplomate,https://www.wikidata.org/wiki/Q193391,False,True,Politics / Statecraft / Diplomacy,Institutional power,suggested,exact_qid:diplomat
french_seed,http://www.wikidata.org/entity/Q500046,Q500046,Albert Gallatin,Q82955,personnalité politique,https://www.wikidata.org/wiki/Q82955,False,True,Politics / Statecraft / Diplomacy,Institutional power,suggested,exact_qid:politician
french_seed,http://www.wikidata.org/entity/Q500046,Q500046,Albert Gallatin,Q16323111,militant pour la paix,https://www.wikidata.org/wiki/Q16323111,False,True,Social Reform / Activism,Social and cultural mediation,suggested,label_rule:militant
french_seed,http://www.wikidata.org/entity/Q500046,Q500046,Albert Gallatin,Q14467526,linguiste,https://www.wikidata.org/wiki/Q14467526,False,True,Translation / Philology / Languages,Literary and textual production,suggested,label_rule:linguiste
french_seed,http://www.wikidata.org/entity/Q500046,Q500046,Albert Gallatin,Q36180,écrivain ou écrivaine,https://www.wikidata.org/wiki/Q36180,True,False,Writing / Literature,Literary and textual production,suggested,exact_qid:writer
french_seed,http://www.wikidata.org/entity/Q55674721,Q55674721,Albert Joseph Ulpien Hennet,Q599151,haut fonctionnaire ou haute fonctionnaire,https://www.wikidata.org/wiki/Q599151,False,True,Law / Administration,Institutional power,suggested,label_rule:fonctionnaire
french_seed,http://www.wikidata.org/entity/Q55674721,Q55674721,Albert Joseph Ulpien Hennet,Q36180,écrivain ou écrivaine,https://www.wikidata.org/wiki/Q36180,True,False,Writing / Literature,Literary and textual production,suggested,exact_qid:writer
french_seed,http://www.wikidata.org/entity/Q2375310,Q2375310,Albertine Necker de Saussure,Q1231865,pédagogue,https://www.wikidata.org/wiki/Q1231865,False,True,Education / Scholarship / Humanities,Intellectual systems,suggested,label_rule:pedagogue
french_seed,http://www.wikidata.org/entity/Q2375310,Q2375310,Albertine Necker de Saussure,Q36180,écrivain ou écrivaine,https://www.wikidata.org/wiki/Q36180,True,False,Writing / Literature,Literary and textual production,suggested,exact_qid:writer
french_seed,http://www.wikidata.org/entity/Q1373167,Q1373167,Aleksander Benedykt Sobieski,Q2478141,aristocrate,https://www.wikidata.org/wiki/Q2478141,False,True,Sociability / Patronage / Court,Social and cultural mediation,suggested,label_rule:aristocrate
french_seed,http://www.wikidata.org/entity/Q1373167,Q1373167,Aleksander Benedykt Sobieski,Q49757,poète ou poétesse,https://www.wikidata.org/wiki/Q49757,True,False,Writing / Literature,Literary and textual production,suggested,exact_qid:poet
french_seed,http://www.wikidata.org/entity/Q26206171,Q26206171,Aleksandr Dmitriyev,Q47064,militaire,https://www.wikidata.org/wiki/Q47064,False,True,Military,Institutional power,suggested,exact_qid:military person
french_seed,http://www.wikidata.org/entity/Q26206171,Q26206171,Aleksandr Dmitriyev,Q333634,traducteur ou traductrice,https://www.wikidata.org/wiki/Q333634,False,True,Translation / Philology / Languages,Literary and textual production,suggested,exact_qid:translator
french_seed,http://www.wikidata.org/entity/Q26206171,Q26206171,Aleksandr Dmitriyev,Q6673651,homme ou femme de lettres,https://www.wikidata.org/wiki/Q6673651,False,True,Writing / Literature,Literary and textual production,suggested,label_rule:homme ou femme de lettres
french_seed,http://www.wikidata.org/entity/Q26206171,Q26206171,Aleksandr Dmitriyev,Q49757,poète ou poétesse,https://www.wikidata.org/wiki/Q49757,True,False,Writing / Literature,Literary and textual production,suggested,exact_qid:poet
french_seed,http://www.wikidata.org/entity/Q6694,Q6694,Alexander von Humboldt,Q188094,économiste,https://www.wikidata.org/wiki/Q188094,False,True,Economics / Commerce,Institutional power,suggested,exact_qid:economist
